"FACEID","CHECKSTATUS","CREATEUSER","MODIFYUSER","DELETEUSER","CREATETIME","MODIFYTIME","DELETETIME","TITLEIMAGE","STARTTIMECODE","ENDTIMECODE","STARTFRAMEINDEX","ENDFRAMEINDEX","DELFLAG","VIDEOID","CREATEREQIP","DELETEREQIP","CHECKOUTSERVERID","FRAMEINDEX","SCORE","RECT","ACTORID","SCORESUM"
13557058,,,,,,,,,"","",,,,84826,"","",,117130,"0.861007","334, 198, 158, 215",135576,""
13557059,,,,,,,,,"","",,,,84826,"","",,117140,"0.876907","386, 178, 177, 227",135576,""
13557060,,,,,,,,,"","",,,,84826,"","",,117170,"0.600641","115, 279, 113, 149",160006,""
13557061,,,,,,,,,"","",,,,84826,"","",,117180,"0.658626","134, 271, 125, 161",160006,""
13557062,,,,,,,,,"","",,,,84826,"","",,117190,"0.651329","211, 246, 131, 167",160006,""
13557063,,,,,,,,,"","",,,,84826,"","",,117200,"0.638899","286, 228, 133, 179",160006,""
13557064,,,,,,,,,"","",,,,84826,"","",,117210,"0.640284","302, 206, 144, 185",160006,""
13557065,,,,,,,,,"","",,,,84826,"","",,117530,"0.870544","639, 208, 205, 240",135576,""
13557066,,,,,,,,,"","",,,,84826,"","",,117540,"0.887582","657, 196, 199, 234",135576,""
13557067,,,,,,,,,"","",,,,84826,"","",,117550,"0.900031","643, 186, 199, 240",135576,""
13557068,,,,,,,,,"","",,,,84826,"","",,117560,"0.884391","631, 191, 203, 243",135576,""
13557069,,,,,,,,,"","",,,,84826,"","",,117570,"0.876259","647, 208, 199, 232",135576,""
13557070,,,,,,,,,"","",,,,84826,"","",,117580,"0.899583","622, 190, 205, 247",135576,""
13557071,,,,,,,,,"","",,,,84826,"","",,117590,"0.918758","590, 188, 205, 245",135576,""
13557072,,,,,,,,,"","",,,,84826,"","",,117600,"0.909297","539, 200, 201, 243",135576,""
13557073,,,,,,,,,"","",,,,84826,"","",,117670,"0.618013","651, 233, 171, 206",135576,""
13557074,,,,,,,,,"","",,,,84826,"","",,117700,"0.758899","403, 144, 233, 331",135576,""
13557075,,,,,,,,,"","",,,,84826,"","",,117710,"0.728487","409, 131, 231, 318",135576,""
13557076,,,,,,,,,"","",,,,84826,"","",,117720,"0.737009","416, 133, 231, 322",135576,""
13557077,,,,,,,,,"","",,,,84826,"","",,117730,"0.756827","405, 131, 237, 325",135576,""
13557078,,,,,,,,,"","",,,,84826,"","",,117740,"0.755957","413, 152, 228, 309",135576,""
13557079,,,,,,,,,"","",,,,84826,"","",,117750,"0.743389","423, 153, 230, 314",135576,""
13557080,,,,,,,,,"","",,,,84826,"","",,117760,"0.759921","405, 144, 233, 320",135576,""
13557081,,,,,,,,,"","",,,,84826,"","",,117820,"0.959139","566, 203, 195, 251",4569,""
13557082,,,,,,,,,"","",,,,84826,"","",,117840,"0.948754","546, 184, 208, 276",4569,""
13557083,,,,,,,,,"","",,,,84826,"","",,117850,"0.954769","499, 164, 228, 304",4569,""
13557084,,,,,,,,,"","",,,,84826,"","",,117860,"0.936227","377, 144, 236, 305",4569,""
13557085,,,,,,,,,"","",,,,84826,"","",,117970,"0.589615","382, 346, 106, 138",160006,""
13557086,,,,,,,,,"","",,,,84826,"","",,117980,"0.658371","289, 322, 109, 150",160006,""
13557087,,,,,,,,,"","",,,,84826,"","",,118100,"0.863584","369, 154, 263, 362",135576,""
13557088,,,,,,,,,"","",,,,84826,"","",,118110,"0.866595","366, 152, 266, 365",135576,""
13557089,,,,,,,,,"","",,,,84826,"","",,118120,"0.839847","366, 126, 274, 399",135576,""
13557090,,,,,,,,,"","",,,,84826,"","",,118130,"0.891544","399, 165, 256, 352",135576,""
13557091,,,,,,,,,"","",,,,84826,"","",,118140,"0.863236","397, 162, 259, 353",135576,""
13557092,,,,,,,,,"","",,,,84826,"","",,118150,"0.875422","410, 169, 251, 342",135576,""
13557093,,,,,,,,,"","",,,,84826,"","",,118160,"0.719114","434, 134, 251, 332",135576,""
13557094,,,,,,,,,"","",,,,84826,"","",,118170,"0.771611","438, 113, 263, 360",135576,""
13557095,,,,,,,,,"","",,,,84826,"","",,118180,"0.769837","431, 108, 265, 366",135576,""
13557096,,,,,,,,,"","",,,,84826,"","",,118190,"0.758979","769, 182, 198, 274",1937,""
13557097,,,,,,,,,"","",,,,84826,"","",,118200,"0.860325","776, 219, 151, 203",1937,""
13557098,,,,,,,,,"","",,,,84826,"","",,118210,"0.877285","671, 213, 154, 219",1937,""
13557099,,,,,,,,,"","",,,,84826,"","",,118220,"0.877938","617, 229, 145, 204",1937,""
13557100,,,,,,,,,"","",,,,84826,"","",,118230,"0.886112","604, 207, 171, 241",1937,""
13557101,,,,,,,,,"","",,,,84826,"","",,118240,"0.879899","621, 211, 163, 232",1937,""
13557102,,,,,,,,,"","",,,,84826,"","",,118250,"0.883470","628, 235, 152, 208",1937,""
13557103,,,,,,,,,"","",,,,84826,"","",,118260,"0.876482","624, 208, 169, 245",1937,""
13557104,,,,,,,,,"","",,,,84826,"","",,118270,"0.829759","640, 216, 139, 205",1937,""
13557105,,,,,,,,,"","",,,,84826,"","",,118280,"0.822885","644, 176, 179, 267",1937,""
13557106,,,,,,,,,"","",,,,84826,"","",,118290,"0.701813","652, 219, 141, 214",1937,""
13557107,,,,,,,,,"","",,,,84826,"","",,118300,"0.751730","770, 207, 162, 236",1937,""
13557108,,,,,,,,,"","",,,,84826,"","",,118310,"0.849009","828, 220, 169, 230",1937,""
13557109,,,,,,,,,"","",,,,84826,"","",,118320,"0.882042","809, 213, 165, 222",1937,""
13557114,,,,,,,,,"","",,,,84826,"","",,118370,"0.767728","383, 207, 162, 211",135576,""
13557115,,,,,,,,,"","",,,,84826,"","",,118380,"0.802216","393, 211, 165, 217",135576,""
13557116,,,,,,,,,"","",,,,84826,"","",,118560,"0.735674","424, 180, 218, 302",135576,""
13557117,,,,,,,,,"","",,,,84826,"","",,118570,"0.701599","412, 173, 225, 305",135576,""
13557118,,,,,,,,,"","",,,,84826,"","",,118590,"0.751830","370, 150, 240, 337",135576,""
13557119,,,,,,,,,"","",,,,84826,"","",,118600,"0.752503","366, 150, 234, 331",135576,""
13557120,,,,,,,,,"","",,,,84826,"","",,118610,"0.670201","582, 202, 219, 297",140714,""
13557121,,,,,,,,,"","",,,,84826,"","",,118620,"0.630496","580, 189, 240, 323",140714,""
13557122,,,,,,,,,"","",,,,84826,"","",,118630,"0.533185","197, 247, 214, 285",140714,""
13557123,,,,,,,,,"","",,,,84826,"","",,118770,"0.744719","366, 189, 203, 274",135576,""
13557124,,,,,,,,,"","",,,,84826,"","",,118780,"0.756938","382, 188, 209, 287",135576,""
13557125,,,,,,,,,"","",,,,84826,"","",,118790,"0.777067","422, 179, 204, 295",135576,""
13557126,,,,,,,,,"","",,,,84826,"","",,118800,"0.810566","501, 177, 184, 254",135576,""
13557127,,,,,,,,,"","",,,,84826,"","",,118810,"0.712791","557, 184, 179, 259",135576,""
13557128,,,,,,,,,"","",,,,84826,"","",,118820,"0.621888","581, 207, 162, 229",135576,""
13557129,,,,,,,,,"","",,,,84826,"","",,118830,"0.639798","568, 194, 163, 246",135576,""
13557130,,,,,,,,,"","",,,,84826,"","",,119080,"0.730795","352, 275, 168, 205",135576,""
13557131,,,,,,,,,"","",,,,84826,"","",,119090,"0.701695","339, 269, 166, 200",135576,""
13557132,,,,,,,,,"","",,,,84826,"","",,119100,"0.743769","321, 270, 178, 216",135576,""
13557133,,,,,,,,,"","",,,,84826,"","",,119110,"0.701689","332, 262, 172, 205",135576,""
13557134,,,,,,,,,"","",,,,84826,"","",,119120,"0.704024","339, 257, 175, 208",135576,""
13557135,,,,,,,,,"","",,,,84826,"","",,119130,"0.686448","341, 243, 178, 217",135576,""
13557136,,,,,,,,,"","",,,,84826,"","",,119140,"0.715096","337, 228, 187, 229",135576,""
13557137,,,,,,,,,"","",,,,84826,"","",,119260,"0.759995","426, 180, 186, 245",1937,""
13557138,,,,,,,,,"","",,,,84826,"","",,119270,"0.871767","336, 97, 213, 289",1937,""
13557139,,,,,,,,,"","",,,,84826,"","",,119280,"0.870458","338, 105, 216, 288",1937,""
13557140,,,,,,,,,"","",,,,84826,"","",,119290,"0.871552","330, 107, 222, 287",1937,""
13557141,,,,,,,,,"","",,,,84826,"","",,119300,"0.894448","307, 134, 220, 268",1937,""
13557142,,,,,,,,,"","",,,,84826,"","",,119310,"0.889263","310, 144, 221, 271",1937,""
13557143,,,,,,,,,"","",,,,84826,"","",,119320,"0.885853","358, 166, 209, 268",1937,""
13557144,,,,,,,,,"","",,,,84826,"","",,119330,"0.830896","364, 180, 205, 264",1937,""
13557145,,,,,,,,,"","",,,,84826,"","",,119340,"0.908829","364, 177, 201, 261",1937,""
13557146,,,,,,,,,"","",,,,84826,"","",,119350,"0.555387","668, 272, 171, 217",140714,""
13557147,,,,,,,,,"","",,,,84826,"","",,119350,"0.833336","329, 151, 223, 281",1937,""
13557148,,,,,,,,,"","",,,,84826,"","",,119430,"0.562717","870, 257, 88, 109",2735,""
13557149,,,,,,,,,"","",,,,84826,"","",,119430,"0.911667","746, 173, 132, 165",1937,""
13557150,,,,,,,,,"","",,,,84826,"","",,119440,"0.813240","741, 173, 118, 155",1937,""
13557151,,,,,,,,,"","",,,,84826,"","",,119440,"0.527851","869, 245, 95, 121",2735,""
13557152,,,,,,,,,"","",,,,84826,"","",,119450,"0.788097","743, 180, 110, 145",1937,""
13557153,,,,,,,,,"","",,,,84826,"","",,119450,"0.512216","862, 265, 81, 111",2735,""
13557154,,,,,,,,,"","",,,,84826,"","",,119460,"0.708846","751, 170, 117, 152",1937,""
13557155,,,,,,,,,"","",,,,84826,"","",,119470,"0.673453","755, 153, 116, 142",1937,""
13557156,,,,,,,,,"","",,,,84826,"","",,119490,"0.649215","746, 159, 131, 154",1937,""
13557157,,,,,,,,,"","",,,,84826,"","",,119500,"0.836790","337, 150, 125, 162",145515,""
13557158,,,,,,,,,"","",,,,84826,"","",,119510,"0.810075","334, 153, 121, 158",145515,""
13557159,,,,,,,,,"","",,,,84826,"","",,119520,"0.763646","325, 153, 122, 154",145515,""
13557160,,,,,,,,,"","",,,,84826,"","",,119550,"0.507285","744, 283, 173, 213",140714,""
13557161,,,,,,,,,"","",,,,84826,"","",,119560,"0.575930","748, 296, 179, 226",140714,""
13557162,,,,,,,,,"","",,,,84826,"","",,119570,"0.580285","781, 308, 166, 212",140714,""
13557163,,,,,,,,,"","",,,,84826,"","",,119580,"0.504643","804, 316, 156, 202",140714,""
13557164,,,,,,,,,"","",,,,84826,"","",,119620,"0.814901","676, 210, 175, 208",1937,""
13557165,,,,,,,,,"","",,,,84826,"","",,119630,"0.811920","673, 195, 196, 242",1937,""
13557166,,,,,,,,,"","",,,,84826,"","",,119640,"0.794935","665, 174, 201, 255",1937,""
13557167,,,,,,,,,"","",,,,84826,"","",,119650,"0.788219","667, 185, 202, 249",1937,""
13557168,,,,,,,,,"","",,,,84826,"","",,119680,"0.763018","612, 164, 208, 259",1937,""
13557169,,,,,,,,,"","",,,,84826,"","",,119690,"0.745207","606, 165, 214, 267",1937,""
13557170,,,,,,,,,"","",,,,84826,"","",,119710,"0.715507","588, 156, 238, 305",1937,""
13557171,,,,,,,,,"","",,,,84826,"","",,119730,"0.647905","599, 180, 227, 264",1937,""
13557172,,,,,,,,,"","",,,,84826,"","",,119740,"0.690951","636, 225, 197, 248",1937,""
13557173,,,,,,,,,"","",,,,84826,"","",,119760,"0.729306","425, 236, 192, 254",1937,""
13557174,,,,,,,,,"","",,,,84826,"","",,119770,"0.883986","370, 191, 227, 283",1937,""
13557175,,,,,,,,,"","",,,,84826,"","",,119780,"0.909898","358, 201, 209, 266",1937,""
13557176,,,,,,,,,"","",,,,84826,"","",,119790,"0.912279","366, 208, 201, 256",1937,""
13557177,,,,,,,,,"","",,,,84826,"","",,119800,"0.904688","366, 205, 212, 276",1937,""
13557178,,,,,,,,,"","",,,,84826,"","",,119810,"0.876387","419, 207, 212, 276",1937,""
13557179,,,,,,,,,"","",,,,84826,"","",,119820,"0.884965","380, 223, 196, 257",1937,""
13557180,,,,,,,,,"","",,,,84826,"","",,119830,"0.870905","407, 265, 175, 224",1937,""
13557181,,,,,,,,,"","",,,,84826,"","",,119910,"0.851141","354, 172, 205, 275",145515,""
13557182,,,,,,,,,"","",,,,84826,"","",,119920,"0.903754","372, 179, 171, 227",145515,""
13557183,,,,,,,,,"","",,,,84826,"","",,119930,"0.888347","376, 193, 167, 204",145515,""
13557184,,,,,,,,,"","",,,,84826,"","",,119940,"0.901749","352, 167, 205, 284",145515,""
13557185,,,,,,,,,"","",,,,84826,"","",,119950,"0.878459","376, 197, 164, 202",145515,""
13557186,,,,,,,,,"","",,,,84826,"","",,119960,"0.748631","469, 114, 303, 405",1937,""
13557187,,,,,,,,,"","",,,,84826,"","",,119970,"0.816200","420, 104, 305, 399",1937,""
13557188,,,,,,,,,"","",,,,84826,"","",,119980,"0.774408","462, 141, 277, 355",1937,""
13557189,,,,,,,,,"","",,,,84826,"","",,119990,"0.774179","510, 139, 274, 368",1937,""
13557190,,,,,,,,,"","",,,,84826,"","",,120000,"0.747462","495, 125, 284, 385",1937,""
13557191,,,,,,,,,"","",,,,84826,"","",,120010,"0.771703","482, 106, 298, 401",1937,""
13557192,,,,,,,,,"","",,,,84826,"","",,120020,"0.774721","482, 148, 266, 346",1937,""
13557193,,,,,,,,,"","",,,,84826,"","",,120030,"0.919771","407, 111, 309, 395",1937,""
13557194,,,,,,,,,"","",,,,84826,"","",,120040,"0.925613","413, 129, 301, 385",1937,""
13557195,,,,,,,,,"","",,,,84826,"","",,120050,"0.948595","399, 114, 321, 411",1937,""
13557196,,,,,,,,,"","",,,,84826,"","",,120060,"0.887069","409, 119, 292, 390",1937,""
13557197,,,,,,,,,"","",,,,84826,"","",,120070,"0.870928","397, 131, 281, 379",1937,""
13557198,,,,,,,,,"","",,,,84826,"","",,120080,"0.957340","369, 104, 324, 414",1937,""
13557199,,,,,,,,,"","",,,,84826,"","",,120090,"0.924903","375, 109, 318, 403",1937,""
13557200,,,,,,,,,"","",,,,84826,"","",,120100,"0.910319","381, 114, 310, 396",1937,""
13557201,,,,,,,,,"","",,,,84826,"","",,120170,"0.757946","548, 173, 271, 367",1937,""
13557202,,,,,,,,,"","",,,,84826,"","",,120180,"0.757490","547, 174, 272, 372",1937,""
13557203,,,,,,,,,"","",,,,84826,"","",,120190,"0.807503","519, 146, 302, 403",1937,""
13557204,,,,,,,,,"","",,,,84826,"","",,120200,"0.718565","542, 167, 273, 374",1937,""
13557205,,,,,,,,,"","",,,,84826,"","",,120210,"0.684995","542, 162, 272, 380",1937,""
13557207,,,,,,,,,"","",,,,84826,"","",,120230,"0.724675","539, 165, 279, 377",1937,""
13557208,,,,,,,,,"","",,,,84826,"","",,120240,"0.729879","542, 163, 279, 377",1937,""
13557209,,,,,,,,,"","",,,,84826,"","",,120250,"0.734509","535, 153, 283, 389",1937,""
13557210,,,,,,,,,"","",,,,84826,"","",,120260,"0.925064","482, 145, 271, 353",1937,""
13557211,,,,,,,,,"","",,,,84826,"","",,120270,"0.975198","440, 120, 293, 381",1937,""
13557212,,,,,,,,,"","",,,,84826,"","",,120280,"0.976510","427, 111, 288, 374",1937,""
13557213,,,,,,,,,"","",,,,84826,"","",,120290,"0.952281","426, 127, 290, 375",1937,""
13557242,,,,,,,,,"","",,,,84826,"","",,120970,"0.624289","468, 197, 219, 294",140714,""
13557243,,,,,,,,,"","",,,,84826,"","",,120980,"0.646124","455, 186, 227, 298",140714,""
13557244,,,,,,,,,"","",,,,84826,"","",,120990,"0.621944","467, 215, 207, 273",140714,""
13557245,,,,,,,,,"","",,,,84826,"","",,121240,"0.967345","356, 185, 138, 187",145515,""
13557246,,,,,,,,,"","",,,,84826,"","",,121250,"0.971266","357, 194, 133, 176",145515,""
13557247,,,,,,,,,"","",,,,84826,"","",,121260,"0.973021","361, 187, 147, 191",145515,""
13557248,,,,,,,,,"","",,,,84826,"","",,121270,"0.966763","361, 197, 133, 172",145515,""
13557249,,,,,,,,,"","",,,,84826,"","",,121280,"0.974230","367, 187, 142, 187",145515,""
13557250,,,,,,,,,"","",,,,84826,"","",,121290,"0.979599","372, 183, 146, 195",145515,""
13557251,,,,,,,,,"","",,,,84826,"","",,121300,"0.977486","373, 178, 153, 206",145515,""
13557252,,,,,,,,,"","",,,,84826,"","",,121310,"0.974068","380, 185, 142, 191",145515,""
13557253,,,,,,,,,"","",,,,84826,"","",,121320,"0.967830","375, 192, 140, 181",145515,""
13557254,,,,,,,,,"","",,,,84826,"","",,121470,"0.525234","527, 130, 306, 373",3022,""
13557255,,,,,,,,,"","",,,,84826,"","",,121480,"0.990544","372, 176, 247, 301",1937,""
13557256,,,,,,,,,"","",,,,84826,"","",,121490,"0.990161","373, 174, 247, 305",1937,""
13557257,,,,,,,,,"","",,,,84826,"","",,121500,"0.988719","374, 169, 249, 309",1937,""
13557258,,,,,,,,,"","",,,,84826,"","",,121510,"0.986433","380, 179, 238, 297",1937,""
13557259,,,,,,,,,"","",,,,84826,"","",,121520,"0.983906","387, 188, 228, 287",1937,""
13557260,,,,,,,,,"","",,,,84826,"","",,121530,"0.989109","368, 172, 251, 309",1937,""
13557261,,,,,,,,,"","",,,,84826,"","",,121540,"0.988124","369, 173, 247, 307",1937,""
13557262,,,,,,,,,"","",,,,84826,"","",,122120,"0.517264","663, 210, 274, 346",90107,""
13557263,,,,,,,,,"","",,,,84826,"","",,122130,"0.545534","685, 178, 287, 375",90107,""
13557264,,,,,,,,,"","",,,,84826,"","",,122170,"0.546985","641, 101, 305, 387",90107,""
13557265,,,,,,,,,"","",,,,84826,"","",,123090,"0.966704","320, 80, 337, 432",1937,""
13557266,,,,,,,,,"","",,,,84826,"","",,123100,"0.963558","322, 84, 334, 430",1937,""
13557267,,,,,,,,,"","",,,,84826,"","",,123110,"0.969721","301, 60, 345, 440",1937,""
13557268,,,,,,,,,"","",,,,84826,"","",,123120,"0.967781","322, 70, 344, 435",1937,""
13557269,,,,,,,,,"","",,,,84826,"","",,123130,"0.967076","339, 81, 320, 414",1937,""
13557270,,,,,,,,,"","",,,,84826,"","",,123140,"0.771575","402, 170, 262, 331",1937,""
13557271,,,,,,,,,"","",,,,84826,"","",,123170,"0.553496","798, 229, 131, 180",140714,""
13557272,,,,,,,,,"","",,,,84826,"","",,123180,"0.535825","800, 208, 125, 170",140714,""
13557273,,,,,,,,,"","",,,,84826,"","",,123190,"0.600988","785, 145, 164, 214",140714,""
13557274,,,,,,,,,"","",,,,84826,"","",,123200,"0.567576","795, 196, 120, 162",140714,""
13557275,,,,,,,,,"","",,,,84826,"","",,123210,"0.601241","781, 154, 160, 207",140714,""
13557276,,,,,,,,,"","",,,,84826,"","",,123220,"0.660110","782, 160, 160, 207",140714,""
13557277,,,,,,,,,"","",,,,84826,"","",,123280,"0.738888","397, 184, 211, 315",145515,""
13557278,,,,,,,,,"","",,,,84826,"","",,123290,"0.891966","402, 206, 170, 220",145515,""
13557279,,,,,,,,,"","",,,,84826,"","",,123300,"0.963500","378, 209, 168, 217",145515,""
13557280,,,,,,,,,"","",,,,84826,"","",,123310,"0.976437","369, 208, 164, 216",145515,""
13557281,,,,,,,,,"","",,,,84826,"","",,123320,"0.984655","364, 204, 168, 221",145515,""
13557282,,,,,,,,,"","",,,,84826,"","",,123330,"0.982179","362, 202, 169, 220",145515,""
13557283,,,,,,,,,"","",,,,84826,"","",,123340,"0.974201","369, 208, 162, 208",145515,""
13557284,,,,,,,,,"","",,,,84826,"","",,123350,"0.981216","366, 203, 167, 222",145515,""
13557285,,,,,,,,,"","",,,,84826,"","",,123360,"0.970608","371, 200, 162, 220",145515,""
13557286,,,,,,,,,"","",,,,84826,"","",,123370,"0.959815","365, 199, 170, 227",145515,""
13557287,,,,,,,,,"","",,,,84826,"","",,123380,"0.939752","373, 203, 164, 217",145515,""
13557288,,,,,,,,,"","",,,,84826,"","",,123390,"0.595026","466, 187, 233, 302",140714,""
13557289,,,,,,,,,"","",,,,84826,"","",,123400,"0.578367","464, 203, 232, 298",140714,""
13557290,,,,,,,,,"","",,,,84826,"","",,123410,"0.600854","468, 190, 234, 302",140714,""
13557291,,,,,,,,,"","",,,,84826,"","",,123420,"0.587898","463, 197, 233, 300",140714,""
13557292,,,,,,,,,"","",,,,84826,"","",,123440,"0.899909","350, 217, 132, 179",145515,""
13557293,,,,,,,,,"","",,,,84826,"","",,123450,"0.915008","361, 213, 141, 195",145515,""
13557294,,,,,,,,,"","",,,,84826,"","",,123460,"0.937229","362, 219, 142, 196",145515,""
13557295,,,,,,,,,"","",,,,84826,"","",,123470,"0.930211","360, 218, 139, 191",145515,""
13557296,,,,,,,,,"","",,,,84826,"","",,123480,"0.903827","358, 214, 142, 196",145515,""
13557297,,,,,,,,,"","",,,,84826,"","",,123490,"0.881896","359, 223, 140, 190",145515,""
13557298,,,,,,,,,"","",,,,84826,"","",,123500,"0.917888","358, 215, 140, 191",145515,""
13557299,,,,,,,,,"","",,,,84826,"","",,123510,"0.906430","358, 216, 142, 192",145515,""
13557300,,,,,,,,,"","",,,,84826,"","",,123630,"0.538484","788, 208, 180, 230",140714,""
13557301,,,,,,,,,"","",,,,84826,"","",,123640,"0.558180","800, 209, 167, 222",140714,""
13557302,,,,,,,,,"","",,,,84826,"","",,123640,"0.659195","452, 150, 296, 386",1937,""
13557303,,,,,,,,,"","",,,,84826,"","",,123650,"0.565220","786, 196, 168, 236",140714,""
13557304,,,,,,,,,"","",,,,84826,"","",,123660,"0.657399","447, 139, 301, 395",1937,""
13557305,,,,,,,,,"","",,,,84826,"","",,123700,"0.940869","377, 194, 150, 192",145515,""
13557306,,,,,,,,,"","",,,,84826,"","",,123710,"0.946368","380, 197, 152, 191",145515,""
13553546,,,,,,,,,"","",,,,84826,"","",,35830,"0.838810","644, 118, 197, 223",135576,""
13553547,,,,,,,,,"","",,,,84826,"","",,35840,"0.850319","443, 122, 99, 135",4569,""
13553548,,,,,,,,,"","",,,,84826,"","",,35840,"0.811271","627, 113, 205, 227",135576,""
13553549,,,,,,,,,"","",,,,84826,"","",,35910,"0.512692","541, 161, 203, 272",89777,""
13553550,,,,,,,,,"","",,,,84826,"","",,36000,"0.545897","479, 99, 285, 383",89777,""
13553551,,,,,,,,,"","",,,,84826,"","",,36010,"0.832458","600, 143, 186, 218",135576,""
13553552,,,,,,,,,"","",,,,84826,"","",,36020,"0.852922","590, 132, 201, 234",135576,""
13553553,,,,,,,,,"","",,,,84826,"","",,36020,"0.847730","443, 197, 113, 138",4569,""
13553554,,,,,,,,,"","",,,,84826,"","",,36030,"0.869945","592, 146, 185, 216",135576,""
13553555,,,,,,,,,"","",,,,84826,"","",,36030,"0.791981","441, 201, 107, 128",4569,""
13553556,,,,,,,,,"","",,,,84826,"","",,36040,"0.887786","589, 131, 189, 225",135576,""
13553557,,,,,,,,,"","",,,,84826,"","",,36050,"0.895902","579, 129, 195, 231",135576,""
13553558,,,,,,,,,"","",,,,84826,"","",,36050,"0.849488","447, 196, 108, 134",4569,""
13553559,,,,,,,,,"","",,,,84826,"","",,36060,"0.889932","456, 200, 103, 127",4569,""
13553560,,,,,,,,,"","",,,,84826,"","",,36060,"0.884251","585, 126, 197, 227",135576,""
13553561,,,,,,,,,"","",,,,84826,"","",,36070,"0.879301","581, 129, 192, 224",135576,""
13553562,,,,,,,,,"","",,,,84826,"","",,36070,"0.864410","450, 204, 95, 123",4569,""
13553563,,,,,,,,,"","",,,,84826,"","",,36080,"0.916836","445, 178, 112, 146",4569,""
13553564,,,,,,,,,"","",,,,84826,"","",,36080,"0.894611","580, 124, 193, 226",135576,""
13553565,,,,,,,,,"","",,,,84826,"","",,36090,"0.896551","578, 125, 188, 223",135576,""
13553566,,,,,,,,,"","",,,,84826,"","",,36090,"0.909825","444, 185, 107, 141",4569,""
13553567,,,,,,,,,"","",,,,84826,"","",,36340,"0.791368","682, 220, 69, 95",1937,""
